Source	Target
Slovenia	Croatia
Slovenia	Hungary
Slovenia	Italy
Slovenia	Slovenia
South Africa	Botswana
South Africa	Lesotho
South Africa	Mozambique
South Africa	Namibia
South Africa	South Africa
South Africa	Swaziland
South Africa	Zimbabwe
Spain	France
Spain	Morocco
Spain	Portugal
Spain	Spain
Sri Lanka	India
Sri Lanka	Sri Lanka
Sudan	Central African Republic
Sudan	Chad
Sudan	Egypt
Sudan	Eritrea
Sudan	Ethiopia
Sudan	Libya
Sudan	Sudan
Swaziland	Mozambique
Swaziland	South Africa
Swaziland	Swaziland
Sweden	Denmark
Sweden	Finland
Sweden	Norway
Sweden	Sweden
Switzerland	Austria
Switzerland	France
Switzerland	Germany
Switzerland	Italy
Switzerland	Switzerland
Syria	Iraq
Syria	Israel
Syria	Jordan
Syria	Lebanon
Syria	Syria
Syria	Turkey
Taiwan	China
Taiwan	Taiwan
Tajikistan	Afghanistan
Tajikistan	China
Tajikistan	Kazakhstan
Tajikistan	Kyrgyzstan
Tajikistan	Pakistan
Tajikistan	Tajikistan
Tajikistan	Uzbekistan
Tanzania	Burundi
Tanzania	Congo (Kinshasa)
Tanzania	Kenya
Tanzania	Malawi
Tanzania	Mozambique
Tanzania	Rwanda
Tanzania	Tanzania
Tanzania	Uganda
Tanzania	Zambia
Thailand	Cambodia
Thailand	Laos
Thailand	Malaysia
Thailand	Myanmar
Thailand	Thailand
Togo	Benin
Togo	Burkina Faso
Togo	Ghana
Togo	Togo
Trinidad and Tobago	Trinidad and Tobago
Trinidad and Tobago	Venezuela
Tunisia	Algeria
Tunisia	Libya
Tunisia	Tunisia
Turkey	Armenia
Turkey	Azerbaijan
Turkey	Bulgaria
Turkey	Georgia
Turkey	Greece
Turkey	Iran
Turkey	Iraq
Turkey	Syria
Turkey	Turkey
Turkmenistan	Afghanistan
Turkmenistan	Iran
Turkmenistan	Kazakhstan
Turkmenistan	Turkmenistan
Turkmenistan	Uzbekistan
Uganda	Congo (Kinshasa)
Uganda	Kenya
Uganda	Rwanda
Uganda	Tanzania
Uganda	Uganda
Ukraine	Belarus
Ukraine	Hungary
Ukraine	Moldova
Ukraine	Poland
Ukraine	Romania
Ukraine	Russia
Ukraine	Slovakia
Ukraine	Ukraine
United Arab Emirates	Iran
United Arab Emirates	Oman
United Arab Emirates	Qatar
United Arab Emirates	Saudi Arabia
United Arab Emirates	United Arab Emirates
United Kingdom	France
United Kingdom	Ireland
United Kingdom	United Kingdom
United States of America	Canada
United States of America	Mexico
United States of America	Russia
United States of America	United States of America
Uruguay	Argentina
Uruguay	Brazil
Uruguay	Uruguay
Uzbekistan	Afghanistan
Uzbekistan	Kazakhstan
Uzbekistan	Kyrgyzstan
Uzbekistan	Tajikistan
Uzbekistan	Turkmenistan
Uzbekistan	Uzbekistan
Venezuela	Brazil
Venezuela	Colombia
Venezuela	Guyana
Venezuela	Trinidad and Tobago
Venezuela	Venezuela
Vietnam	Cambodia
Vietnam	China
Vietnam	Laos
Vietnam	Vietnam
Yemen	Eritrea
Yemen	Oman
Yemen	Saudi Arabia
Yemen	Yemen
Zambia	Angola
Zambia	Botswana
Zambia	Congo (Kinshasa)
Zambia	Malawi
Zambia	Mozambique
Zambia	Namibia
Zambia	Tanzania
Zambia	Zambia
Zambia	Zimbabwe
Zimbabwe	Botswana
Zimbabwe	Mozambique
Zimbabwe	Namibia
Zimbabwe	South Africa
Zimbabwe	Zambia
Zimbabwe	Zimbabwe
