Source	Target
India	Mexico
India	Montenegro
India	Morocco
India	Mozambique
India	Namibia
India	Nepal
India	Netherlands
India	New Zealand
India	Niger
India	Nigeria
India	Norway
India	Oman
India	Pakistan
India	Panama
India	Paraguay
India	Peru
India	Philippines
India	Poland
India	Portugal
India	Korea, South
India	Moldova
India	Romania
India	Russia
India	Rwanda
India	Saudi Arabia
India	Senegal
India	Serbia
India	Singapore
India	Slovakia
India	Slovenia
India	South Africa
India	Spain
India	Sri Lanka
India	Thailand
India	Togo
India	Tunisia
India	Turkey
India	United States of America
India	Uganda
India	Ukraine
India	United Arab Emirates
India	United Kingdom
India	Tanzania
India	Uruguay
India	Vietnam
India	Yemen
India	Zambia
India	Zimbabwe
Italy	Albania
Italy	Algeria
Italy	Argentina
Italy	Armenia
Italy	Australia
Italy	Austria
Italy	Azerbaijan
Italy	Bahrain
Italy	Belarus
Italy	Belgium
Italy	Bolivia
Italy	Bosnia and Herzegovina
Italy	Brazil
Italy	Bulgaria
Italy	Burkina Faso
Italy	Cameroon
Italy	Canada
Italy	Cape Verde
Italy	Central African Republic
Italy	Chile
Italy	China
Italy	Hong Kong S.A.R.
Italy	Colombia
Italy	Costa Rica
Italy	Ivory Coast
Italy	Croatia
Italy	Cyprus
Italy	Czech Republic
Italy	Denmark
Italy	Dominican Republic
Italy	Ecuador
Italy	Egypt
Italy	El Salvador
Italy	Estonia
Italy	Ethiopia
Italy	Finland
Italy	Sudan
Italy	France
Italy	Georgia
Italy	Germany
Italy	Ghana
Italy	Greece
Italy	Guatemala
Italy	Hungary
Italy	Iceland
Italy	India
Italy	Indonesia
Italy	Iran
Italy	Ireland
Italy	Israel
Italy	Jamaica
Italy	Japan
Italy	Jordan
Italy	Kazakhstan
Italy	Kyrgyzstan
Italy	Latvia
Italy	Lebanon
Italy	Lithuania
Italy	Luxembourg
Italy	Madagascar
Italy	Malawi
Italy	Malaysia
Italy	Mali
Italy	Malta
Italy	Mauritius
Italy	Mexico
Italy	Montenegro
Italy	Morocco
Italy	Mozambique
Italy	Nepal
Italy	Netherlands
Italy	New Zealand
Italy	Niger
Italy	Nigeria
Italy	Norway
Italy	Oman
Italy	Pakistan
Italy	Panama
Italy	Paraguay
Italy	Peru
Italy	Poland
Italy	Portugal
Italy	Korea, South
Italy	Moldova
Italy	Romania
Italy	Russia
Italy	Rwanda
Italy	Saudi Arabia
Italy	Senegal
Italy	Serbia
Italy	Singapore
Italy	Slovakia
Italy	Slovenia
Italy	South Africa
Italy	Spain
Italy	Sri Lanka
Italy	Switzerland
Italy	Thailand
Italy	Togo
Italy	Tunisia
Italy	Turkey
Italy	United States of America
Italy	Uganda
Italy	Ukraine
Italy	United Arab Emirates
Italy	United Kingdom
Italy	Tanzania
Italy	Uruguay
Italy	Venezuela
Italy	Vietnam
Italy	Zimbabwe
Malta	Algeria
Malta	Belgium
Malta	Burkina Faso
Malta	Cape Verde
Malta	Egypt
Malta	Finland
Malta	France
Malta	Germany
Malta	Greece
Malta	Hungary
Malta	Israel
Malta	Italy
Malta	Lebanon
Malta	Mexico
Malta	Morocco
Malta	Netherlands
Malta	Nigeria
Malta	Pakistan
Malta	Poland
Malta	Korea, South
Malta	Singapore
Malta	Spain
Malta	Togo
Malta	Tunisia
Malta	Turkey
Malta	United States of America
Malta	United Arab Emirates
Malta	United Kingdom
Montenegro	Albania
Montenegro	Croatia
Montenegro	Greece
Montenegro	Serbia
Netherlands	Albania
Netherlands	Algeria
Netherlands	Argentina
Netherlands	Armenia
Netherlands	Australia
Netherlands	Austria
Netherlands	Azerbaijan
Netherlands	Bahrain
Netherlands	Belarus
Netherlands	Belgium
Netherlands	Belize
Netherlands	Bolivia
Netherlands	Bosnia and Herzegovina
Netherlands	Brazil
Netherlands	Bulgaria
Netherlands	Burkina Faso
Netherlands	Burundi
Netherlands	Cambodia
Netherlands	Cameroon
Netherlands	Canada
Netherlands	Cape Verde
Netherlands	Chile
Netherlands	China
Netherlands	Hong Kong S.A.R.
Netherlands	Colombia
Netherlands	Costa Rica
Netherlands	Ivory Coast
Netherlands	Croatia
Netherlands	Cyprus
Netherlands	Czech Republic
Netherlands	Denmark
Netherlands	Dominican Republic
Netherlands	Ecuador
Netherlands	Egypt
Netherlands	El Salvador
Netherlands	Estonia
Netherlands	Ethiopia
Netherlands	Finland
Netherlands	Sudan
Netherlands	France
Netherlands	Gambia
Netherlands	Georgia
Netherlands	Germany
Netherlands	Ghana
Netherlands	Greece
Netherlands	Guatemala
Netherlands	Guyana
Netherlands	Hungary
Netherlands	Iceland
Netherlands	India
Netherlands	Indonesia
Netherlands	Iran
Netherlands	Ireland
Netherlands	Israel
Netherlands	Italy
Netherlands	Jamaica
Netherlands	Japan
Netherlands	Jordan
Netherlands	Kazakhstan
Netherlands	Kyrgyzstan
Netherlands	Latvia
Netherlands	Lebanon
Netherlands	Lithuania
Netherlands	Luxembourg
Netherlands	Madagascar
Netherlands	Malawi
Netherlands	Malaysia
Netherlands	Mali
Netherlands	Malta
Netherlands	Mauritius
Netherlands	Mexico
Netherlands	Montenegro
Netherlands	Morocco
Netherlands	Mozambique
Netherlands	Namibia
Netherlands	Nepal
Netherlands	New Zealand
Netherlands	Nicaragua
Netherlands	Niger
Netherlands	Nigeria
Netherlands	Norway
Netherlands	Oman
Netherlands	Pakistan
Netherlands	Panama
Netherlands	Paraguay
Netherlands	Peru
Netherlands	Philippines
Netherlands	Poland
Netherlands	Portugal
Netherlands	Korea, South
Netherlands	Moldova
Netherlands	Romania
Netherlands	Russia
Netherlands	Rwanda
Netherlands	Saudi Arabia
Netherlands	Senegal
Netherlands	Serbia
Netherlands	Singapore
Netherlands	Slovakia
Netherlands	Slovenia
Netherlands	South Africa
Netherlands	Spain
Netherlands	Sri Lanka
Netherlands	Switzerland
Netherlands	Thailand
Netherlands	Togo
Netherlands	Tunisia
Netherlands	Turkey
Netherlands	United States of America
Netherlands	Uganda
Netherlands	Ukraine
Netherlands	United Arab Emirates
Netherlands	United Kingdom
Netherlands	Tanzania
Netherlands	Uruguay
Netherlands	Vietnam
Netherlands	Yemen
Netherlands	Zambia
Netherlands	Zimbabwe
Poland	Albania
Poland	Armenia
Poland	Austria
Poland	Azerbaijan
Poland	Belarus
Poland	Belgium
Poland	Bosnia and Herzegovina
Poland	Brazil
Poland	Bulgaria
Poland	Cameroon
Poland	Canada
Poland	Chile
Poland	China
Poland	Hong Kong S.A.R.
Poland	Costa Rica
Poland	Ivory Coast
Poland	Croatia
Poland	Czech Republic
Poland	Denmark
Poland	Estonia
Poland	Finland
Poland	Sudan
Poland	France
Poland	Georgia
Poland	Germany
Poland	Greece
Poland	Hungary
Poland	Iceland
Poland	India
Poland	Indonesia
Poland	Ireland
Poland	Israel
Poland	Italy
Poland	Kazakhstan
Poland	Kyrgyzstan
Poland	Latvia
Poland	Lebanon
Poland	Lithuania
Poland	Luxembourg
Poland	Malta
Poland	Mexico
Poland	Montenegro
Poland	Morocco
Poland	Netherlands
Poland	Nigeria
Poland	Norway
Poland	Oman
Poland	Peru
Poland	Philippines
Poland	Portugal
Poland	Korea, South
Poland	Moldova
Poland	Romania
Poland	Russia
Poland	Saudi Arabia
Poland	Senegal
Poland	Serbia
Poland	Singapore
Poland	Slovakia
Poland	Slovenia
Poland	South Africa
Poland	Spain
Poland	Switzerland
Poland	Thailand
Poland	Togo
Poland	Tunisia
Poland	Turkey
Poland	United States of America
Poland	Uganda
Poland	Ukraine
Poland	United Arab Emirates
Poland	United Kingdom
Poland	Vietnam
Romania	Albania
Romania	Armenia
Romania	Australia
Romania	Austria
Romania	Azerbaijan
Romania	Belgium
Romania	Bosnia and Herzegovina
Romania	Bulgaria
Romania	Canada
Romania	Costa Rica
Romania	Croatia
Romania	Cyprus
Romania	Czech Republic
Romania	Denmark
Romania	France
Romania	Georgia
Romania	Germany
Romania	Greece
Romania	Hungary
Romania	India
Romania	Ireland
Romania	Israel
Romania	Italy
Romania	Kazakhstan
Romania	Latvia
Romania	Lebanon
Romania	Lithuania
Romania	Malaysia
Romania	Malta
Romania	Mexico
Romania	Montenegro
Romania	Morocco
Romania	Netherlands
Romania	Oman
Romania	Pakistan
Romania	Poland
Romania	Portugal
Romania	Korea, South
Romania	Moldova
Romania	Russia
Romania	Serbia
Romania	Singapore
Romania	Slovakia
Romania	Slovenia
Romania	Spain
Romania	Switzerland
Romania	Thailand
Romania	Tunisia
Romania	Turkey
Romania	United States of America
Romania	Ukraine
Romania	United Kingdom
Senegal	Belgium
Senegal	Burkina Faso
Senegal	Cameroon
Senegal	Cape Verde
Senegal	Ivory Coast
Senegal	France
Senegal	Gambia
Senegal	Ghana
Senegal	Indonesia
Senegal	Mali
Senegal	Mauritania
Senegal	Netherlands
Senegal	Niger
Senegal	Pakistan
Senegal	Togo
Senegal	United Arab Emirates
Algeria	Australia
Algeria	Austria
Algeria	Belgium
Algeria	Brazil
Algeria	Burkina Faso
Algeria	Canada
Algeria	China
Algeria	Costa Rica
Algeria	Ivory Coast
Algeria	Czech Republic
Algeria	Denmark
Algeria	France
Algeria	Germany
Algeria	Greece
Algeria	India
Algeria	Indonesia
Algeria	Ireland
Algeria	Italy
Algeria	Japan
Algeria	Lebanon
Algeria	Mali
Algeria	Malta
Algeria	Mexico
Algeria	Nepal
Algeria	Netherlands
Algeria	Nigeria
Algeria	Norway
Algeria	Portugal
Algeria	Korea, South
Algeria	Singapore
Algeria	South Africa
Algeria	Spain
Algeria	Switzerland
Algeria	Thailand
Algeria	Tunisia
Algeria	Turkey
Algeria	United States of America
Algeria	United Kingdom
Australia	Algeria
Australia	Austria
Australia	Azerbaijan
Australia	Bahrain
Australia	Belgium
Australia	Brazil
Australia	Burkina Faso
Australia	Cameroon
Australia	Canada
Australia	Chile
Australia	China
Australia	Hong Kong S.A.R.
Australia	Colombia
Australia	Costa Rica
Australia	Ivory Coast
Australia	Croatia
Australia	Cyprus
Australia	Czech Republic
Australia	Denmark
Australia	Dominican Republic
Australia	Ecuador
Australia	Ethiopia
Australia	Sudan
Australia	France
Australia	Germany
Australia	Ghana
Australia	Iceland
Australia	India
Australia	Indonesia
Australia	Italy
Australia	Jamaica
Australia	Japan
Australia	Kazakhstan
Australia	Kyrgyzstan
Australia	Madagascar
Australia	Malaysia
Australia	Mali
Australia	Mauritania
Australia	Mauritius
Australia	Mexico
Australia	Morocco
Australia	Nepal
Australia	Netherlands
Australia	New Zealand
Australia	Nicaragua
Australia	Nigeria
Australia	Norway
Australia	Oman
Australia	Pakistan
Australia	Peru
Australia	Philippines
Australia	Poland
Australia	Portugal
Australia	Korea, South
Australia	Romania
Australia	Russia
Australia	Serbia
Australia	Singapore
Australia	Slovakia
Australia	Slovenia
Australia	South Africa
Australia	Spain
Australia	Thailand
Australia	Tunisia
Australia	Turkey
Australia	United States of America
Australia	Uganda
Australia	United Arab Emirates
Australia	United Kingdom
Australia	Tanzania
Australia	Uruguay
Australia	Vietnam
Australia	Zambia
Austria	Albania
Austria	Algeria
Austria	Argentina
Austria	Armenia
Austria	Australia
Austria	Azerbaijan
Austria	Bahrain
Austria	Belarus
Austria	Belgium
Austria	Bhutan
Austria	Bolivia
Austria	Bosnia and Herzegovina
Austria	Brazil
Austria	Bulgaria
Austria	Canada
Austria	Chile
Austria	China
Austria	Colombia
Austria	Costa Rica
Austria	Ivory Coast
Austria	Croatia
