Armenia	Mauritania	4588
Armenia	Yemen	276299
Aruba	Argentina	24077771
Aruba	Brazil	156458176
Aruba	Canada	5416324
Aruba	Colombia	181809215
Aruba	Costa Rica	6463227
Aruba	Dominican Republic	43671407
Aruba	Sudan	251805
Aruba	France	50155327
Aruba	Israel	39839000
Aruba	Netherlands	8778035
Aruba	Peru	77102851
Aruba	Korea, South	51543108
Aruba	Romania	2829790
Aruba	Singapore	99159499
Aruba	South Africa	38564948
Aruba	Spain	14054183
Aruba	Suriname	45111
Aruba	United States of America	3275268791
Australia	Algeria	61766
Australia	Australia	3132096
Australia	Austria	17287
Australia	Azerbaijan	25749
Australia	Bahrain	50212
Australia	Belgium	12921
Australia	Brazil	622717516
Australia	Burkina Faso	118590
Australia	Cameroon	7393
Australia	Canada	4273
Australia	Chile	335896
Australia	China	3324251404
Australia	Hong Kong S.A.R.	74641533
Australia	Colombia	236038
Australia	Costa Rica	28
Australia	Ivory Coast (C_te d'Ivoire)	24955
Australia	Croatia	120
Australia	Cyprus	27604
Australia	Czech Republic	2039
Australia	Denmark	462
Australia	Dominican Republic	602
Australia	Ecuador	75463
Australia	Ethiopia	568279
Australia	Fiji	3224781
Australia	Sudan	898036
Australia	France	32003
Australia	French Polynesia	775244
Australia	Germany	47671
Australia	Ghana	435394
Australia	Iceland	3176
Australia	India	574468617
Australia	Indonesia	2920957
Australia	Italy	6929
Australia	Jamaica	876
Australia	Japan	1259012889
Australia	Kazakhstan	25546
Australia	Kiribati	378751
Australia	Kyrgyzstan	2495
Australia	Madagascar	8199
Australia	Malaysia	414410683
Australia	Maldives	22824
Australia	Mali	16139
Australia	Mauritania	42050
Australia	Mauritius	3906
Australia	Mexico	28543
Australia	Morocco	53462
Australia	Nepal	3236504
Australia	Netherlands	6513
Australia	New Caledonia	3379413
Australia	New Zealand	159709125
Australia	Nicaragua	21913
Australia	Nigeria	72048879
Australia	Norway	2740
Australia	Oman	105699
Australia	Pakistan	64281
Australia	Peru	101116
Australia	Philippines	60342
Australia	Poland	1877
Australia	Portugal	1214
Australia	Korea, South	2320131699
Australia	Romania	816
Australia	Russia	20473
Australia	Samoa	215380
Australia	Serbia	2750
Australia	Singapore	1112759807
Australia	Slovakia	703
Australia	Slovenia	1024
Australia	Solomon Islands	3732168
Australia	South Africa	593802
Australia	Spain	75172
Australia	West Bank	358
Australia	Thailand	2038288672
Australia	Tonga	7795
Australia	Tunisia	1390
Australia	Turkey	10359
Australia	United States of America	384922774
Australia	Uganda	668
Australia	United Arab Emirates	830760
Australia	United Kingdom	2596
Australia	Tanzania	112096
Australia	Uruguay	705
Australia	Vanuatu	1221057
Australia	Vietnam	5343243
Australia	Zambia	25884
Austria	Albania	1474843
Austria	Algeria	58225
Austria	Argentina	22740
Austria	Armenia	5573
Austria	Australia	37002
Austria	Azerbaijan	18608
Austria	Bahrain	39855
Austria	Belarus	210300
Austria	Belgium	2005703
Austria	Bhutan	1418
Austria	Bolivia	875
Austria	Bosnia and Herzegovina	3150377
Austria	Brazil	67269
Austria	Bulgaria	12673942
Austria	Canada	114040
Austria	Chile	18581
Austria	China	1238365
Austria	Colombia	54870
Austria	Costa Rica	8842
Austria	Ivory Coast (C_te d'Ivoire)	3248
Austria	Croatia	60268817
Austria	Cyprus	6068
Austria	Czech Republic	347121138
Austria	Denmark	6352
Austria	Dominican Republic	16495
Austria	Ecuador	16869
Austria	El Salvador	503
Austria	Estonia	545685
Austria	Finland	150545
Austria	Sudan	3158
Austria	France	3694235
Austria	Georgia	13444
Austria	Germany	236457653
Austria	Greece	2728179
Austria	Hungary	380149000
Austria	Iceland	1938
Austria	India	3393
Austria	Indonesia	4237
Austria	Iran	414266
Austria	Ireland	7464
Austria	Israel	137000
Austria	Italy	65954295
Austria	Jordan	1031
Austria	Kazakhstan	50451
Austria	Latvia	99938
Austria	Lebanon	83445
Austria	Lithuania	477356
Austria	Luxembourg	34996
Austria	Malaysia	34496
Austria	Mali	983
Austria	Malta	7488836
Austria	Mauritius	1576
Austria	Mexico	116420
Austria	Montenegro	775592
Austria	Morocco	1833
Austria	Namibia	1402
Austria	Nepal	1144
Austria	Netherlands	2942236
Austria	New Caledonia	513
Austria	New Zealand	25304
Austria	Nicaragua	328
Austria	Nigeria	15216
Austria	Norway	25661
Austria	Oman	58140
Austria	Pakistan	115256
Austria	Panama	9309
Austria	Peru	21413
Austria	Poland	13159874
Austria	Portugal	130521
Austria	Korea, South	35281
Austria	Moldova	237200
Austria	Romania	38173376
Austria	Russia	2872862
Austria	Saudi Arabia	192800
Austria	Serbia	3369194
Austria	Singapore	377707
Austria	Slovakia	330537149
Austria	Slovenia	113695957
Austria	South Africa	13142
Austria	Spain	1275451
Austria	Switzerland	104080537
Austria	Micronesia, Federated States of	1160149
Austria	Thailand	99380
Austria	Tunisia	135390
Austria	Turkey	1600866
Austria	United States of America	6174480
Austria	Uganda	219767
Austria	Ukraine	983098
Austria	United Arab Emirates	298964
Austria	United Kingdom	341684
Austria	Tanzania	158
Austria	Uruguay	254
Austria	Vietnam	12444
Austria	Yemen	1589
Azerbaijan	Afghanistan	69036192
Azerbaijan	Australia	86734180
Azerbaijan	Austria	80684119
Azerbaijan	Belarus	820383000
Azerbaijan	Belgium	20675704
Azerbaijan	Canada	439351319
Azerbaijan	China	114588034
Azerbaijan	Croatia	790038803
Azerbaijan	Czech Republic	1723208163
Azerbaijan	France	4294018682
Azerbaijan	Georgia	264686633
Azerbaijan	Germany	2035297896
Azerbaijan	Greece	162432161
Azerbaijan	India	475224408
Azerbaijan	Indonesia	1760599665
Azerbaijan	Iran	19256
Azerbaijan	Italy	11446319682
Azerbaijan	Kazakhstan	1523792
Azerbaijan	Latvia	3229953
Azerbaijan	Malaysia	55661869
Azerbaijan	Malta	251959007
Azerbaijan	Poland	26623
Azerbaijan	Portugal	403914420
Azerbaijan	Moldova	2501122
Azerbaijan	Romania	44934515
Azerbaijan	Russia	7711
Azerbaijan	Singapore	146765636
Azerbaijan	Spain	137737265
Azerbaijan	Switzerland	407065462
Azerbaijan	Thailand	669697257
Azerbaijan	Tunisia	274002699
Azerbaijan	Turkey	28317094
Azerbaijan	United States of America	2463454331
Azerbaijan	Ukraine	593397447
Azerbaijan	United Kingdom	133690018
Bahamas, The	Bahrain	279
Bahamas, The	Brazil	44638654
Bahamas, The	China	62847890
Bahamas, The	Costa Rica	84
Bahamas, The	Dominican Republic	156052249
Bahamas, The	Ecuador	31327959
Bahamas, The	France	14579357
Bahamas, The	Guatemala	14766808
Bahamas, The	India	15383
Bahamas, The	Jamaica	53399399
Bahamas, The	Malaysia	30770552
Bahamas, The	Maldives	14831487
Bahamas, The	Mexico	9321395
Bahamas, The	Mozambique	21759000
Bahamas, The	Netherlands	533629
Bahamas, The	Nigeria	28270
Bahamas, The	Pakistan	11711305
Bahamas, The	Korea, South	87158
Bahamas, The	Singapore	850995613
Bahamas, The	Turks and Caicos Islands	35808121
Bahamas, The	United States of America	452347419
Bahamas, The	Zimbabwe	266191
Bahrain	Belgium	41298002
Bahrain	Burundi	483868
Bahrain	Canada	101
Bahrain	China	6587184
Bahrain	Denmark	33044895
Bahrain	Ethiopia	20539363
Bahrain	Finland	643
Bahrain	Sudan	13770345
Bahrain	France	72541973
Bahrain	India	236237619
Bahrain	Indonesia	33407474
Bahrain	Iran	200570
Bahrain	Italy	90979537
Bahrain	Japan	689707289
Bahrain	Lebanon	3214859
Bahrain	Madagascar	36875915
Bahrain	Malaysia	56899518
Bahrain	Maldives	15167534
Bahrain	Mozambique	108223000
Bahrain	Nepal	624073
Bahrain	Netherlands	82212710
Bahrain	Nigeria	8723208
Bahrain	Oman	81440504
Bahrain	Pakistan	198373360
Bahrain	Paraguay	2370432
Bahrain	Portugal	21044063
Bahrain	Korea, South	454877609
Bahrain	Rwanda	21154330
Bahrain	Singapore	83758518
Bahrain	South Africa	255609447
Bahrain	Spain	22239970
Bahrain	Thailand	85859275
Bahrain	Turkey	1039
Bahrain	United States of America	36122
Bahrain	Uganda	109597915
Bahrain	United Arab Emirates	47871955
Bahrain	United Kingdom	117657971
Bahrain	Tanzania	262549688
Bahrain	Vietnam	60907
Bahrain	Yemen	6846
Bangladesh	Austria	37279
Bangladesh	Czech Republic	73
Bangladesh	India	33566560
Bangladesh	Nepal	559667
Bangladesh	Nigeria	6972201
Bangladesh	Korea, South	17383024
Bangladesh	Singapore	17264964
Bangladesh	Sri Lanka	74
Bangladesh	Thailand	72
Barbados	Canada	10
Barbados	Colombia	6595261
Barbados	Dominican Republic	12734108
Barbados	Guyana	12958078
Barbados	Jamaica	23819606
Barbados	Nigeria	107522705
Barbados	Saint Vincent and the Grenadines	57099
Belarus	Algeria	305058
Belarus	Austria	203929
Belarus	Azerbaijan	56576
Belarus	Belgium	45838676
Belarus	Brazil	139051777
Belarus	Canada	16386765
Belarus	Czech Republic	27776692
Belarus	Denmark	27223189
Belarus	Estonia	163037062
Belarus	Finland	159035864
Belarus	France	118091681
Belarus	Georgia	19368
Belarus	Germany	325553930
Belarus	Greece	140217818
Belarus	Hungary	8805000
Belarus	Italy	18121442
Belarus	Kazakhstan	227100
Belarus	Kyrgyzstan	21028
Belarus	Latvia	397492377
Belarus	Lithuania	302059429
Belarus	Netherlands	14605807
Belarus	Poland	563734104
Belarus	Moldova	89141042
Belarus	Romania	34125618
Belarus	Senegal	9181153
Belarus	Serbia	761122
Belarus	Singapore	171507899
Belarus	Slovakia	49893007
Belarus	Spain	52345140
Belarus	Turkey	98064561
Belarus	United States of America	271894242
Belarus	Ukraine	2852121637
Belarus	United Arab Emirates	276136
Belarus	United Kingdom	44553300
Belarus	Vietnam	158620
Belgium	Albania	358771
Belgium	Algeria	8018624
Belgium	Argentina	527881
Belgium	Armenia	1596431
Belgium	Australia	7972320
Belgium	Austria	50962658
Belgium	Azerbaijan	7106000
Belgium	Bahrain	1368265
Belgium	Barbados	31555
Belgium	Belarus	8770700
Belgium	Bolivia	24891
Belgium	Bosnia and Herzegovina	2467774
Belgium	Botswana	2878
Belgium	Brazil	91678760
Belgium	Bulgaria	9751249
Belgium	Burkina Faso	12993367
Belgium	Burundi	15161
Belgium	Cambodia	12412
Belgium	Cameroon	4048180
Belgium	Canada	310925141
Belgium	Chile	2187347
Belgium	China	23001725
Belgium	Hong Kong S.A.R.	4113903
Belgium	Colombia	569405
Belgium	Costa Rica	32921519
Belgium	Ivory Coast (C_te d'Ivoire)	1070727
Belgium	Croatia	35416247
Belgium	Cyprus	56507877
Belgium	Czech Republic	42300936
Belgium	Denmark	67921816
Belgium	Dominican Republic	26258253
Belgium	Ecuador	239163
Belgium	Egypt	243440424
Belgium	El Salvador	75820
Belgium	Estonia	15577561
Belgium	Ethiopia	1056487
Belgium	Finland	36872431
Belgium	Sudan	141805
Belgium	France	2490072973
Belgium	French Polynesia	124277
Belgium	Gambia	89279
Belgium	Georgia	1396883
Belgium	Germany	4148771059
Belgium	Ghana	2885629
Belgium	Greece	63797564
Belgium	Greenland	30529
Belgium	Guatemala	134453
Belgium	Guyana	49646
Belgium	Hungary	6380000
Belgium	Iceland	1126240
Belgium	India	129345738
Belgium	Indonesia	5053231
Belgium	Iran	1208546
Belgium	Ireland	83481434
Belgium	Israel	59063000
Belgium	Italy	184458838
Belgium	Japan	13684505
Belgium	Jordan	269859
Belgium	Kazakhstan	8132459
Belgium	Kyrgyzstan	6729325
Belgium	Latvia	14405319
Belgium	Lebanon	2377478
Belgium	Lithuania	4340668
Belgium	Luxembourg	2325396288
Belgium	Madagascar	28025
Belgium	Malawi	12308
Belgium	Malaysia	2053372
Belgium	Mali	539167
Belgium	Malta	7681216
Belgium	Mauritania	12352496
Belgium	Mauritius	278883
Belgium	Mexico	7100102
Belgium	Montenegro	227881
Belgium	Morocco	211413946
Belgium	Mozambique	19000
Belgium	Namibia	1539
Belgium	Nepal	7291
Belgium	Netherlands	10086803766
Belgium	New Caledonia	308962
Belgium	New Zealand	2224624
Belgium	Nicaragua	75422
Belgium	Niger	11661196
Belgium	Nigeria	6864538
Belgium	Norway	53069324
Belgium	Oman	1291258
Belgium	Pakistan	39365938
Belgium	Panama	225844
Belgium	Paraguay	21677
Belgium	Peru	25983769
Belgium	Philippines	160309
Belgium	Poland	49994435
Belgium	Portugal	17804112
Belgium	Korea, South	3436869
Belgium	Moldova	160465
Belgium	Romania	18358284
Belgium	Russia	88529755
Belgium	Rwanda	38112
Belgium	Sao Tome and Principe	10143
Belgium	Saudi Arabia	11338948
Belgium	Senegal	13182997
Belgium	Serbia	4617468
Belgium	Singapore	40885934
Belgium	Slovakia	4129136
Belgium	Slovenia	9421474
Belgium	South Africa	43404910
Belgium	Spain	253142044
Belgium	Sri Lanka	18146
Belgium	West Bank	1001376
Belgium	Suriname	8164
Belgium	Switzerland	687405711
Belgium	Micronesia, Federated States of	2560949
Belgium	Thailand	3443076
Belgium	Togo	9489458
Belgium	Tunisia	4315479
Belgium	Turkey	166166887
Belgium	United States of America	2161247945
Belgium	Uganda	563723
Belgium	Ukraine	27844744
Belgium	United Arab Emirates	7587174
Belgium	United Kingdom	2039699620
Belgium	Tanzania	805470
Belgium	Uruguay	70206
Belgium	Venezuela	2937
Belgium	Vietnam	953758
Belgium	Yemen	391960
Belgium	Zambia	279631
Belgium	Zimbabwe	64035
Belize	Costa Rica	17929139
Belize	El Salvador	1454
Belize	Georgia	159019
Belize	Guatemala	2075716
Belize	India	132
Belize	Nigeria	25662002
Belize	Thailand	470
Belize	United States of America	127751095
Benin	Belgium	342
Benin	Burkina Faso	22036354
Benin	Cameroon	5287086
Benin	Ghana	1385
Benin	Mali	253799430
Benin	Mexico	29335326
Benin	Mozambique	20000
Benin	Niger	82754
Benin	Senegal	33604489
Benin	Singapore	37223367
Benin	Togo	1014011
Benin	United Kingdom	24907470
Benin	Tanzania	1894998
Bermuda	Bermuda	1861
Bermuda	Malta	172407
Bermuda	Netherlands	733
Bermuda	Nigeria	1
Bermuda	United States of America	3850
Bolivia	Belgium	17273521
Bolivia	Chile	34266679
Bolivia	Czech Republic	4
Bolivia	Nigeria	35579
Bolivia	Peru	371828
Bolivia	Korea, South	125
Bolivia	United States of America	222347448
Bosnia and Herzegovina	Albania	1067186
Bosnia and Herzegovina	Austria	17381346
Bosnia and Herzegovina	Belgium	424755
Bosnia and Herzegovina	Brazil	314825
Bosnia and Herzegovina	Bulgaria	1585022
Bosnia and Herzegovina	Croatia	36339788
Bosnia and Herzegovina	Czech Republic	101085
Bosnia and Herzegovina	Germany	23058645
Bosnia and Herzegovina	Greece	51868
Bosnia and Herzegovina	Italy	2743802
Bosnia and Herzegovina	Montenegro	7217950
Bosnia and Herzegovina	Poland	2056683
Bosnia and Herzegovina	Moldova	2781246
Bosnia and Herzegovina	Romania	532697
Bosnia and Herzegovina	Serbia	76052820
Bosnia and Herzegovina	Slovakia	413372
Bosnia and Herzegovina	Slovenia	119892
Bosnia and Herzegovina	Micronesia, Federated States of	1003003
Bosnia and Herzegovina	Turkey	2103750
Bosnia and Herzegovina	United States of America	10508761
Botswana	Namibia	449195
Botswana	Tanzania	42763
Botswana	Zambia	2
Botswana	Zimbabwe	11713321
British Virgin Islands	Kyrgyzstan	5436
British Virgin Islands	Namibia	49311227
British Virgin Islands	Slovakia	1420
Brazil	Algeria	881
Brazil	Argentina	207230292
Brazil	Aruba	35
Brazil	Australia	192605
Brazil	Austria	178
Brazil	Bahrain	367888
Brazil	Barbados	32
Brazil	Belgium	33737669
Brazil	Bolivia	140894763
Brazil	Brazil	10972
Brazil	Canada	633494405
Brazil	Cape Verde	1234
Brazil	Chile	2757187126
Brazil	China	4884796109
Brazil	Colombia	4705078
Brazil	Costa Rica	88371
Brazil	Czech Republic	21
Brazil	Denmark	959
Brazil	Dominican Republic	426477
Brazil	Ecuador	740678
Brazil	El Salvador	47410
Brazil	Ethiopia	69
Brazil	France	496299246
Brazil	Germany	274190377
Brazil	Ghana	13420
Brazil	Greece	3293
Brazil	Guatemala	166490
Brazil	Guyana	497995
Brazil	India	2186766699
Brazil	Indonesia	170
Brazil	Italy	5054
Brazil	Jamaica	36551
Brazil	Japan	87985
Brazil	Luxembourg	1845
Brazil	Malta	17326
Brazil	Mexico	168913
Brazil	Morocco	13540
Brazil	Mozambique	3000
Brazil	Netherlands	810211178
Brazil	New Zealand	3
Brazil	Nicaragua	691
Brazil	Nigeria	6576124
Brazil	Norway	30781732
Brazil	Panama	543519
Brazil	Paraguay	377883751
Brazil	Peru	210448044
Brazil	Poland	3490159
Brazil	Portugal	1060780441
Brazil	Korea, South	2608582
Brazil	Singapore	872953340
Brazil	South Africa	3509
Brazil	Spain	445663611
Brazil	Sri Lanka	793
Brazil	Suriname	274321
Brazil	Thailand	113140170
Brazil	Tunisia	30
Brazil	Turkey	29499
Brazil	United States of America	10539787948
Brazil	United Kingdom	157141964
Brazil	Uruguay	377791765
Brazil	Venezuela	133515
Brazil	Yemen	640
Brunei	Australia	1309895913
Brunei	China	527760765
Brunei	Colombia	90
Brunei	India	700834117
Brunei	Indonesia	1004933578
Brunei	Japan	510977292
Brunei	Malaysia	27621803
Brunei	Netherlands	85
Brunei	New Zealand	435459962
Brunei	Korea, South	1378266739
Brunei	Singapore	34643101
Brunei	Thailand	104869755
Brunei	Vietnam	176974617
Bulgaria	Albania	139283
Bulgaria	Algeria	221
Bulgaria	Argentina	2424
Bulgaria	Armenia	81994684
Bulgaria	Austria	121729
Bulgaria	Azerbaijan	264213
Bulgaria	Belgium	50167791
Bulgaria	Bosnia and Herzegovina	68556
Bulgaria	Hong Kong S.A.R.	6104
Bulgaria	Croatia	63534589
Bulgaria	Ecuador	228
Bulgaria	Estonia	18253
Bulgaria	Finland	2909
Bulgaria	France	570484
Bulgaria	Georgia	39734388
Bulgaria	Greece	97764632
Bulgaria	Hungary	6439000
Bulgaria	India	33486
Bulgaria	Indonesia	161
Bulgaria	Italy	90023571
Bulgaria	Kazakhstan	64527
Bulgaria	Latvia	134464
Bulgaria	Lebanon	113387
Bulgaria	Lithuania	3871
Bulgaria	Malaysia	106
Bulgaria	Malta	109044342
Bulgaria	Montenegro	33028
Bulgaria	Morocco	2396
Bulgaria	Netherlands	9726750
Bulgaria	New Zealand	3253
Bulgaria	Niger	1243374
Bulgaria	Norway	278
Bulgaria	Oman	28130718
Bulgaria	Peru	2699
Bulgaria	Poland	1334
Bulgaria	Korea, South	58738
Bulgaria	Moldova	15367472
Bulgaria	Romania	53531760
Bulgaria	Senegal	1980234
Bulgaria	Serbia	50433065
Bulgaria	Singapore	248012201
Bulgaria	Slovakia	3926429
Bulgaria	Slovenia	102740818
Bulgaria	Spain	20635880
Bulgaria	Micronesia, Federated States of	94339849
Bulgaria	Thailand	735
Bulgaria	Tunisia	42898388
Bulgaria	Turkey	460114220
Bulgaria	United States of America	64735416
Bulgaria	Ukraine	60820624
Bulgaria	Tanzania	914
Burkina Faso	Belgium	132
Burkina Faso	Ghana	21274
Burkina Faso	Mali	121480
Burkina Faso	Niger	1281
Burundi	Rwanda	961
Cambodia	Korea, South	16278
Cambodia	Singapore	77
Cambodia	Thailand	3
Cameroon	Belgium	227
Cameroon	Burkina Faso	722771
Cameroon	Cameroon	1323922
Cameroon	Central African Republic	44319
Cameroon	China	364044233
Cameroon	Ivory Coast (C_te d'Ivoire)	694
Cameroon	Denmark	10
Cameroon	France	37370908
Cameroon	Germany	139402248
Cameroon	Ghana	2200
Cameroon	India	295741769
Cameroon	Italy	314564173
Cameroon	Mali	6354
Cameroon	Netherlands	83699439
Cameroon	Niger	19182370
Cameroon	Portugal	87719997
Cameroon	Korea, South	34373187
Cameroon	Singapore	740
Cameroon	Spain	684357248
Cameroon	United States of America	218317199
Canada	Albania	399152
Canada	Algeria	112691
Canada	Antigua and Barbuda	535
Canada	Argentina	276394087
Canada	Armenia	12029
Canada	Australia	1036461
Canada	Austria	83214
Canada	Azerbaijan	31566
Canada	Bahamas, The	56
Canada	Bahrain	9084
Canada	Barbados	85603
Canada	Belarus	268000
Canada	Belgium	203997395
Canada	Belize	97
Canada	Bermuda	188234
Canada	Bosnia and Herzegovina	68957
Canada	Botswana	143323
Canada	Brazil	9419050
Canada	Bulgaria	46882
Canada	Burkina Faso	601689
Canada	Cameroon	286
Canada	Canada	4687372
Canada	Chile	42304915
Canada	China	434072707
Canada	Hong Kong S.A.R.	209147
Canada	Colombia	21155539
Canada	Costa Rica	1863581
Canada	Ivory Coast (C_te d'Ivoire)	21791
Canada	Croatia	388443
Canada	Cyprus	2056
Canada	Czech Republic	884806
Canada	Denmark	154380
Canada	Dominican Republic	269340
Canada	Ecuador	1055686
Canada	El Salvador	105
Canada	Estonia	4482
Canada	Ethiopia	3250
Canada	Fiji	13230
Canada	Finland	47661
Canada	Sudan	73792
Canada	France	255387818
Canada	Georgia	702
Canada	Germany	382273115
Canada	Ghana	628554
Canada	Greece	10984
Canada	Guatemala	335184
Canada	Guyana	536409
Canada	Iceland	231761
Canada	India	1164054
Canada	Indonesia	12949
Canada	Iran	242
Canada	Ireland	3716
Canada	Israel	555000
Canada	Italy	6113029
Canada	Jamaica	381966
Canada	Japan	642472
Canada	Jordan	14377
Canada	Kazakhstan	1136441
Canada	Kyrgyzstan	1353
Canada	Latvia	61929
Canada	Lebanon	827198
Canada	Lithuania	1067
Canada	Luxembourg	371
Canada	Madagascar	4820
Canada	Malaysia	590818
Canada	Maldives	36103
Canada	Mali	604226
Canada	Malta	179
Canada	Mauritania	99562
Canada	Mauritius	1380
Canada	Mexico	84799402
Canada	Montenegro	781
Canada	Morocco	98641555
Canada	Nepal	5735
Canada	Netherlands	462506717
Canada	New Caledonia	448
Canada	New Zealand	575076
Canada	Nicaragua	147626
Canada	Norway	76813908
Canada	Oman	68697
Canada	Pakistan	221336
Canada	Panama	47407
Canada	Paraguay	50522
Canada	Peru	1104717
Canada	Poland	1385312
Canada	Portugal	6842
Canada	Korea, South	3350605
Canada	Moldova	2520
Canada	Romania	78149202
Canada	Russia	13565237
Canada	Saint Kitts and Nevis	2437
Canada	Saint Vincent and the Grenadines	11999
Canada	Saudi Arabia	850934
Canada	Senegal	35488
Canada	Serbia	49770
Canada	Singapore	5869893
Canada	Slovakia	791772
Canada	Slovenia	81097
Canada	South Africa	1044649
Canada	Spain	69680276
Canada	Suriname	1557952
Canada	Switzerland	805020
Canada	Micronesia, Federated States of	5668
Canada	Thailand	1141975
Canada	Tunisia	71581
Canada	Turkey	514365
Canada	United States of America	84540357575
Canada	Uganda	7
Canada	Ukraine	2040900
Canada	United Arab Emirates	690717
Canada	United Kingdom	673340845
Canada	Tanzania	13076
Canada	Uruguay	144979
Canada	Venezuela	417105
Canada	Vietnam	487156
Canada	Yemen	10857
Canada	Zambia	276970
Canada	Zimbabwe	280
Cape Verde	Czech Republic	1
Cape Verde	Spain	204
Cayman Islands	Australia	40437
Cayman Islands	Italy	77457
Cayman Islands	Jamaica	8119
Chad	Cameroon	5501
Chad	Canada	16
Chad	Central African Republic	101198
Chad	China	253064509
Chad	Ivory Coast (C_te d'Ivoire)	76
Chad	France	210512952
Chad	Germany	4588536
Chad	United States of America	3239144327
Chile	Argentina	546073
Chile	Belgium	205
Chile	Bolivia	92033830
Chile	Colombia	220817
Chile	Ecuador	1978
Chile	El Salvador	12252124
Chile	Guatemala	19157176
Chile	India	39644
Chile	Mexico	167
Chile	Netherlands	974
Chile	Nicaragua	207851
Chile	Oman	30518
Chile	Panama	625
Chile	Paraguay	9940711
Chile	Peru	147084679
Chile	Korea, South	2631
Chile	Spain	905
Chile	United States of America	60390349
Chile	Uruguay	3963526
Chile	Venezuela	4433
China	Albania	38764
China	Algeria	474134
China	Antigua and Barbuda	2283
China	Argentina	276867
China	Armenia	13725
China	Aruba	1193
China	Australia	49958213
China	Austria	30097
China	Azerbaijan	3737768
China	Bahrain	218326
China	Barbados	2712
China	Belarus	209200
China	Belgium	190916
China	Belize	1903
China	Bermuda	174
China	Bolivia	3490
China	Bosnia and Herzegovina	6083
China	Botswana	30640
China	Brazil	510708
China	Bulgaria	634
China	Burkina Faso	835796
China	Burundi	14695
China	Cambodia	38048
